# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 4K of event 'cycles:P'
# Event count (approx.): 2581906437
#
# Overhead  Command         Shared Object                   Symbol                                                                                                                                                                                          
# ........  ..............  ..............................  ................................................................................................................................................................................................
#
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000234427
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000001554d7
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000090f3c4
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x0000000000051191
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008c3d42
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] queue_work_on
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000015d780
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092d599
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000004370
     0.02%  progetto        [kernel.kallsyms]               [k] record_times
     0.02%  progetto        liballegro_font.so.5.2.9        [.] al_draw_ustr
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000006660a0
     0.02%  progetto        libxcb.so.1.1.0                 [.] 0x000000000000ccb0
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x0000000000051170
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000154ed0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000dc7a27
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000448d8
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000066b0ac
     0.02%  progetto        libc.so.6                       [.] _IO_file_close_it@@GLIBC_2.2.5
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000018f7f4
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000060a80f
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008b1258
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e80b0
     0.02%  progetto        libGLX_mesa.so.0.0.0            [.] 0x0000000000052234
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000234400
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000012cd1b
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000000bc4b1
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000664990
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000230fc6
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000060a76e
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000233220
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008bfab8
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003d26b0
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] drm_sched_fence_alloc
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] native_sched_clock
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] ttm_bo_put
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e8122
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x0000000000057978
     0.02%  progetto        [kernel.kallsyms]               [k] proc_misc_d_revalidate
     0.02%  progetto        [kernel.kallsyms]               [k] dequeue_task
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000302f94
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000015538b
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000911c99
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000004044
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000666dde
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e653a
     0.02%  progetto        [kernel.kallsyms]               [k] trigger_load_balance
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008fa456
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000000c3446
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008acbf4
     0.02%  progetto        libc.so.6                       [.] __strcmp_avx2
     0.02%  progetto        [kernel.kallsyms]               [k] inode_to_bdi
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000669ff6
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003d2a0c
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] drm_sched_wakeup
     0.02%  progetto:cs0    radeonsi_dri.so                 [.] 0x000000000092e6e4
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008fbed0
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] drm_exec_unlock_all
     0.02%  progetto        libglapi.so.0.0.0               [.] 0x000000000001a576
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000012cd07
     0.02%  progetto        libc.so.6                       [.] _IO_unsave_markers
     0.02%  progetto        [kernel.kallsyms]               [k] get_pid_task
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092d1b5
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008b1004
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003f20
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000167300
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092d130
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000037750e
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000022ea01
     0.02%  progetto        [kernel.kallsyms]               [k] syscall_exit_to_user_mode_prepare
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008fd2e9
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] perf_adjust_freq_unthr_context
     0.02%  progetto:cs0    radeonsi_dri.so                 [.] 0x000000000092f37e
     0.02%  progetto        liballegro_primitives.so.5.2.9  [.] 0x0000000000005e20
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000160b2b
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000015edb9
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x000000000005af62
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000004394
     0.02%  progetto        [kernel.kallsyms]               [k] apparmor_inode_getattr
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] futex_q_lock
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x0000000000051174
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000907777
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000302be0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008ba820
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000036cac7
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_ctx_add_fence
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000001922a0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000030fcf1
     0.02%  progetto        libstdc++.so.6.0.30             [.] std::locale::id::_M_id() const
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000dd563d
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000230b10
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000090d89d
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x00000000000512dc
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000023441b
     0.02%  progetto        libc.so.6                       [.] _IO_file_open
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] dma_fence_default_wait
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008f5894
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] drm_sched_can_queue
     0.02%  progetto:cs0    radeonsi_dri.so                 [.] 0x00000000000c9890
     0.02%  progetto        [kernel.kallsyms]               [k] nd_jump_root
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000172e94
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000060b302
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000302cf7
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000362ade
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000303a08
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] perf_event_update_userpage
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_vm_set_task_info
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] gup_pgd_range
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] plist_add
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] rcu_nocb_try_bypass
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092c2f0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000665a20
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000230b85
     0.02%  progetto        [kernel.kallsyms]               [k] vfs_fstat
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x0000000000044448
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008d076a
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000060b98a
     0.02%  progetto        liballegro.so.5.2.9             [.] free@plt
     0.02%  progetto        libglapi.so.0.0.0               [.] 0x000000000000f620
     0.02%  progetto        libGLX_mesa.so.0.0.0            [.] pthread_mutex_lock@plt
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008baca1
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000302f90
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000023322c
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] __radix_tree_lookup
     0.02%  progetto        [kernel.kallsyms]               [k] smp_call_function_single_async
     0.02%  progetto        [kernel.kallsyms]               [k] is_valid_gup_args
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000001196b0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000060a757
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000009356d8
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] __check_object_size.part.0
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] __x86_indirect_thunk_rax
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] dma_resv_iter_next
     0.02%  progetto:cs0    radeonsi_dri.so                 [.] 0x000000000092e6eb
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000066a000
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000009083c4
     0.02%  progetto        [kernel.kallsyms]               [k] ttwu_queue_wakelist
     0.02%  progetto        libglapi.so.0.0.0               [.] 0x000000000000f664
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000238f3c
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000909437
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000172b56
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x000000000005121c
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003cdcfd
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000ca6f90
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_sync_create
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] cpus_share_cache
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] ttwu_queue_wakelist
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092c345
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000154ab5
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000066b118
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000009077fd
     0.02%  progetto        radeonsi_dri.so                 [.] __memset_chk@plt
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092d136
     0.02%  progetto        [kernel.kallsyms]               [k] alloc_fd
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000066499d
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000015df5f
     0.02%  progetto        libc.so.6                       [.] hack_digit
     0.02%  progetto        libglapi.so.0.0.0               [.] 0x000000000001a5a0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000dd8ce0
     0.02%  progetto        [kernel.kallsyms]               [k] irqentry_exit
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000002336c0
     0.02%  progetto        [kernel.kallsyms]               [k] aa_str_perms
     0.02%  progetto        [kernel.kallsyms]               [k] our_mnt
     0.02%  progetto        [kernel.kallsyms]               [k] hook_file_alloc_security
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000377500
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008be314
     0.02%  progetto        liballegro.so.5.2.9             [.] al_get_system_driver
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000230dca
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000000ba015
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] drm_sched_job_init
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000302ce0
     0.02%  progetto        liballegro.so.5.2.9             [.] glVertexPointer@plt
     0.02%  progetto        libc.so.6                       [.] _IO_file_doallocate
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x00000000000511c7
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000002ff403
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] __x64_sys_ioctl
     0.02%  progetto        [kernel.kallsyms]               [k] __update_idle_core
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092a7e6
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] __check_object_size
     0.02%  progetto        [kernel.kallsyms]               [k] pid_revalidate
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000130920
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000015df77
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000015df9d
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008baca3
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000012b8b9
     0.01%  progetto        [kernel.kallsyms]               [k] nsec_to_clock_t
     0.01%  progetto        [kernel.kallsyms]               [k] set_pte_range
     0.01%  progetto        radeonsi_dri.so                 [.] 0x0000000000305bf4
     0.01%  progetto        radeonsi_dri.so                 [.] 0x0000000000303385
     0.01%  progetto        radeonsi_dri.so                 [.] 0x00000000008f5953
     0.01%  progetto:cs0    [kernel.kallsyms]               [k] sched_clock_cpu
     0.01%  progetto        libX11.so.6.4.0                 [.] 0x0000000000027217
     0.01%  progetto        [kernel.kallsyms]               [k] rb_next
     0.01%  progetto        radeonsi_dri.so                 [.] 0x000000000018031d
     0.01%  progetto        radeonsi_dri.so                 [.] 0x00000000008c07eb
     0.01%  progetto:cs0    libc.so.6                       [.] _pthread_cleanup_pop@GLIBC_2.2.5
     0.01%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003cee
     0.01%  progetto        radeonsi_dri.so                 [.] 0x0000000000167e78
     0.01%  progetto        radeonsi_dri.so                 [.] 0x0000000000230b14
     0.01%  progetto        radeonsi_dri.so                 [.] 0x0000000000154f78
     0.01%  progetto        radeonsi_dri.so                 [.] 0x00000000008c0685
     0.01%  progetto        libc.so.6                       [.] __GI__IO_un_link.part.0
     0.01%  progetto        radeonsi_dri.so                 [.] 0x00000000009002b6
     0.01%  progetto        radeonsi_dri.so                 [.] 0x000000000030d221
     0.01%  progetto        radeonsi_dri.so                 [.] 0x0000000000668d44
     0.01%  progetto        [kernel.kallsyms]               [k] switch_fpu_return
     0.01%  progetto        libOpenGL.so.0.0.0              [.] glClear
     0.01%  progetto:cs0    [kernel.kallsyms]               [k] drm_exec_fini
     0.01%  progetto:cs0    [kernel.kallsyms]               [k] rb_erase
     0.01%  progetto:cs0    radeonsi_dri.so                 [.] 0x000000000092e531
     0.01%  progetto:cs0    radeonsi_dri.so                 [.] 0x000000000092eb58
     0.01%  progetto        radeonsi_dri.so                 [.] 0x0000000000c399c0
     0.01%  progetto        liballegro_ttf.so.5.2.9         [.] 0x00000000000040f3
     0.01%  progetto        radeonsi_dri.so                 [.] 0x00000000003c01a6
     0.01%  progetto:cs0    [kernel.kallsyms]               [k] __update_load_avg_cfs_rq
     0.01%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_cs_bo_validate
     0.01%  progetto:cs0    [kernel.kallsyms]               [k] drm_exec_init
     0.01%  progetto:cs0    [kernel.kallsyms]               [k] drm_sched_fence_release_finished
     0.01%  progetto        liballegro_ttf.so.5.2.9         [.] 0x00000000000043ab
     0.01%  progetto:cs0    [kernel.kallsyms]               [k] _raw_spin_lock_irqsave
     0.01%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e3015
     0.01%  progetto        radeonsi_dri.so                 [.] 0x00000000008b8973
     0.01%  progetto        radeonsi_dri.so                 [.] 0x00000000008acd52
     0.01%  progetto        radeonsi_dri.so                 [.] 0x00000000001550f0
     0.01%  progetto        radeonsi_dri.so                 [.] 0x0000000000665192
     0.01%  progetto        radeonsi_dri.so                 [.] 0x00000000003bd3a0
     0.01%  progetto        radeonsi_dri.so                 [.] 0x0000000000170a8b
     0.01%  progetto        libGLdispatch.so.0.0.0          [.] 0x0000000000044004
     0.01%  progetto:cs0    [kernel.kallsyms]               [k] dma_fence_wait_timeout
     0.01%  progetto:cs0    radeonsi_dri.so                 [.] 0x00000000000c98bb
     0.01%  progetto:cs0    radeonsi_dri.so                 [.] 0x000000000092e774
     0.01%  progetto        radeonsi_dri.so                 [.] 0x00000000008ffe0c
     0.01%  progetto:cs0    [kernel.kallsyms]               [k] wq_select_unbound_cpu
     0.01%  progetto        radeonsi_dri.so                 [.] syscall@plt
     0.01%  progetto        radeonsi_dri.so                 [.] 0x000000000060ba44
     0.01%  progetto        liballegro_ttf.so.5.2.9         [.] 0x00000000000029b2
     0.01%  progetto        radeonsi_dri.so                 [.] 0x00000000008c7074
     0.01%  progetto        radeonsi_dri.so                 [.] 0x000000000018f7f6
     0.01%  progetto        radeonsi_dri.so                 [.] 0x000000000066d5d0
     0.01%  progetto        radeonsi_dri.so                 [.] 0x000000000092d897
     0.01%  progetto        libc.so.6                       [.] __select
     0.01%  progetto        radeonsi_dri.so                 [.] 0x000000000012b2f6
     0.00%  progetto        [kernel.kallsyms]               [k] mas_prev
     0.00%  progetto        [kernel.kallsyms]               [k] sigprocmask
     0.00%  progetto        radeonsi_dri.so                 [.] 0x00000000000ca814
     0.00%  progetto        [kernel.kallsyms]               [k] vma_modify
     0.00%  progetto        [kernel.kallsyms]               [k] __radix_tree_lookup
     0.00%  progetto        [kernel.kallsyms]               [k] wake_up_var
     0.00%  progetto        [kernel.kallsyms]               [k] merge_sched_in
     0.00%  progetto        [kernel.kallsyms]               [k] _raw_spin_unlock
     0.00%  progetto        [kernel.kallsyms]               [k] calculate_sigpending
     0.00%  progetto        [kernel.kallsyms]               [k] __flush_smp_call_function_queue
     0.00%  progetto:cs0    [kernel.kallsyms]               [k] futex_unqueue
     0.00%  progetto:cs0    [kernel.kallsyms]               [k] futex_wait
     0.00%  progetto:cs0    [kernel.kallsyms]               [k] rseq_update_cpu_node_id
     0.00%  progetto        [kernel.kallsyms]               [k] exc_nmi
     0.00%  progetto        [kernel.kallsyms]               [k] end_repeat_nmi
     0.00%  perf-exec       [kernel.kallsyms]               [k] nmi_restore
     0.00%  progetto        [kernel.kallsyms]               [k] native_write_msr
     0.00%  progetto        [kernel.kallsyms]               [k] local_clock
     0.00%  progetto:cs0    [kernel.kallsyms]               [k] perf_ibs_handle_irq
     0.00%  progetto        [kernel.kallsyms]               [k] calc_timer_values
     0.00%  progetto        [kernel.kallsyms]               [k] perf_ibs_handle_irq
     0.00%  perf-exec       [kernel.kallsyms]               [k] perf_ibs_handle_irq
     0.00%  perf-exec       [kernel.kallsyms]               [k] native_write_msr


#
# (Cannot load tips.txt file, please install perf!)
#
